
3	0.000003	#melhores.size-1=1/0.000004
5	0.000004	#melhores.size-1=3/0.000003
6	0.000005	#melhores.size-1=5/0.000004
12	0.000005	#melhores.size-1=6/0.000005
14	0.000005	#melhores.size-1=12/0.000005
19	0.000005	#melhores.size-1=14/0.000005
47	0.000005	#melhores.size-1=19/0.000005
49	0.000006	#melhores.size-1=47/0.000005
50	0.000006	#melhores.size-1=49/0.000006
65	0.000006	#melhores.size-1=50/0.000006
66	0.000006	#melhores.size-1=65/0.000006
77	0.000006	#melhores.size-1=66/0.000006
136	0.000006	#melhores.size-1=77/0.000006
