
4	0.000004	#melhores.size-1=1/0.000003
5	0.000004	#melhores.size-1=4/0.000004
8	0.000004	#melhores.size-1=5/0.000004
16	0.000004	#melhores.size-1=8/0.000004
39	0.000004	#melhores.size-1=16/0.000004
91	0.000004	#melhores.size-1=39/0.000004
423	0.000004	#melhores.size-1=91/0.000004
440	0.000004	#melhores.size-1=423/0.000004
451	0.000004	#melhores.size-1=440/0.000004
461	0.000004	#melhores.size-1=451/0.000004
464	0.000004	#melhores.size-1=461/0.000004
472	0.000004	#melhores.size-1=464/0.000004
477	0.000004	#melhores.size-1=472/0.000004
480	0.000004	#melhores.size-1=477/0.000004
485	0.000004	#melhores.size-1=480/0.000004
487	0.000004	#melhores.size-1=485/0.000004
491	0.000004	#melhores.size-1=487/0.000004
492	0.000004	#melhores.size-1=491/0.000004
498	0.000004	#melhores.size-1=492/0.000004
503	0.000004	#melhores.size-1=498/0.000004
505	0.000004	#melhores.size-1=503/0.000004
507	0.000004	#melhores.size-1=505/0.000004
509	0.000004	#melhores.size-1=507/0.000004
515	0.000004	#melhores.size-1=509/0.000004
523	0.000004	#melhores.size-1=515/0.000004
536	0.000004	#melhores.size-1=523/0.000004
539	0.000004	#melhores.size-1=536/0.000004
541	0.000005	#melhores.size-1=539/0.000004
542	0.000005	#melhores.size-1=541/0.000005
553	0.000005	#melhores.size-1=542/0.000005
558	0.000005	#melhores.size-1=553/0.000005
559	0.000005	#melhores.size-1=558/0.000005
560	0.000005	#melhores.size-1=559/0.000005
563	0.000005	#melhores.size-1=560/0.000005
564	0.000005	#melhores.size-1=563/0.000005
571	0.000005	#melhores.size-1=564/0.000005
572	0.000005	#melhores.size-1=571/0.000005
663	0.000005	#melhores.size-1=572/0.000005
668	0.000005	#melhores.size-1=663/0.000005
671	0.000005	#melhores.size-1=668/0.000005
681	0.000005	#melhores.size-1=671/0.000005
721	0.000005	#melhores.size-1=681/0.000005
723	0.000005	#melhores.size-1=721/0.000005
736	0.000005	#melhores.size-1=723/0.000005
739	0.000005	#melhores.size-1=736/0.000005
750	0.000005	#melhores.size-1=739/0.000005
759	0.000005	#melhores.size-1=750/0.000005
762	0.000005	#melhores.size-1=759/0.000005
765	0.000005	#melhores.size-1=762/0.000005
777	0.000005	#melhores.size-1=765/0.000005
778	0.000005	#melhores.size-1=777/0.000005
788	0.000005	#melhores.size-1=778/0.000005
789	0.000005	#melhores.size-1=788/0.000005
818	0.000005	#melhores.size-1=789/0.000005
845	0.000005	#melhores.size-1=818/0.000005
881	0.000005	#melhores.size-1=845/0.000005
886	0.000005	#melhores.size-1=881/0.000005
908	0.000005	#melhores.size-1=886/0.000005
941	0.000005	#melhores.size-1=908/0.000005
1173	0.000005	#melhores.size-1=941/0.000005
1180	0.000005	#melhores.size-1=1173/0.000005
1185	0.000005	#melhores.size-1=1180/0.000005
1217	0.000005	#melhores.size-1=1185/0.000005
1221	0.000005	#melhores.size-1=1217/0.000005
1268	0.000005	#melhores.size-1=1221/0.000005
1283	0.000005	#melhores.size-1=1268/0.000005
1372	0.000005	#melhores.size-1=1283/0.000005
1384	0.000005	#melhores.size-1=1372/0.000005
1419	0.000005	#melhores.size-1=1384/0.000005
1494	0.000005	#melhores.size-1=1419/0.000005
1637	0.000005	#melhores.size-1=1494/0.000005
1674	0.000005	#melhores.size-1=1637/0.000005
1827	0.000005	#melhores.size-1=1674/0.000005
1984	0.000005	#melhores.size-1=1827/0.000005
1988	0.000005	#melhores.size-1=1984/0.000005
1989	0.000005	#melhores.size-1=1988/0.000005
1992	0.000005	#melhores.size-1=1989/0.000005
1995	0.000006	#melhores.size-1=1992/0.000005
2001	0.000006	#melhores.size-1=1995/0.000006
2010	0.000006	#melhores.size-1=2001/0.000006
2020	0.000006	#melhores.size-1=2010/0.000006
2083	0.000006	#melhores.size-1=2020/0.000006
2096	0.000006	#melhores.size-1=2083/0.000006
2154	0.000006	#melhores.size-1=2096/0.000006
2247	0.000006	#melhores.size-1=2154/0.000006
2253	0.000006	#melhores.size-1=2247/0.000006
2423	0.000006	#melhores.size-1=2253/0.000006
2573	0.000006	#melhores.size-1=2423/0.000006
2583	0.000006	#melhores.size-1=2573/0.000006
2637	0.000006	#melhores.size-1=2583/0.000006
2766	0.000006	#melhores.size-1=2637/0.000006
2767	0.000006	#melhores.size-1=2766/0.000006
2770	0.000006	#melhores.size-1=2767/0.000006
2776	0.000006	#melhores.size-1=2770/0.000006
2779	0.000006	#melhores.size-1=2776/0.000006
2785	0.000006	#melhores.size-1=2779/0.000006
2801	0.000006	#melhores.size-1=2785/0.000006
2804	0.000006	#melhores.size-1=2801/0.000006
2812	0.000006	#melhores.size-1=2804/0.000006
2814	0.000006	#melhores.size-1=2812/0.000006
2823	0.000006	#melhores.size-1=2814/0.000006
2825	0.000006	#melhores.size-1=2823/0.000006
2921	0.000006	#melhores.size-1=2825/0.000006
2928	0.000006	#melhores.size-1=2921/0.000006
2949	0.000006	#melhores.size-1=2928/0.000006
2954	0.000006	#melhores.size-1=2949/0.000006
2975	0.000006	#melhores.size-1=2954/0.000006
3006	0.000006	#melhores.size-1=2975/0.000006
3013	0.000006	#melhores.size-1=3006/0.000006
3014	0.000006	#melhores.size-1=3013/0.000006
3015	0.000007	#melhores.size-1=3014/0.000006
3038	0.000007	#melhores.size-1=3015/0.000007
3101	0.000007	#melhores.size-1=3038/0.000007
3206	0.000007	#melhores.size-1=3101/0.000007
3218	0.000007	#melhores.size-1=3206/0.000007
3228	0.000007	#melhores.size-1=3218/0.000007
3232	0.000007	#melhores.size-1=3228/0.000007
3238	0.000007	#melhores.size-1=3232/0.000007
3260	0.000007	#melhores.size-1=3238/0.000007
3280	0.000007	#melhores.size-1=3260/0.000007
3335	0.000007	#melhores.size-1=3280/0.000007
3351	0.000007	#melhores.size-1=3335/0.000007
3695	0.000007	#melhores.size-1=3351/0.000007
3808	0.000007	#melhores.size-1=3695/0.000007
7985	0.000007	#melhores.size-1=3808/0.000007
8164	0.000007	#melhores.size-1=7985/0.000007
8621	0.000007	#melhores.size-1=8164/0.000007
8900	0.000007	#melhores.size-1=8621/0.000007
11714	0.000007	#melhores.size-1=8900/0.000007
11729	0.000007	#melhores.size-1=11714/0.000007
11773	0.000007	#melhores.size-1=11729/0.000007
11787	0.000007	#melhores.size-1=11773/0.000007
11790	0.000007	#melhores.size-1=11787/0.000007
11794	0.000007	#melhores.size-1=11790/0.000007
11839	0.000007	#melhores.size-1=11794/0.000007
11847	0.000007	#melhores.size-1=11839/0.000007
11959	0.000007	#melhores.size-1=11847/0.000007
12299	0.000007	#melhores.size-1=11959/0.000007
12799	0.000007	#melhores.size-1=12299/0.000007
12903	0.000007	#melhores.size-1=12799/0.000007
13014	0.000007	#melhores.size-1=12903/0.000007
13035	0.000007	#melhores.size-1=13014/0.000007
13039	0.000007	#melhores.size-1=13035/0.000007
13048	0.000007	#melhores.size-1=13039/0.000007
13056	0.000007	#melhores.size-1=13048/0.000007
13059	0.000007	#melhores.size-1=13056/0.000007
13068	0.000007	#melhores.size-1=13059/0.000007
13090	0.000007	#melhores.size-1=13068/0.000007
13114	0.000007	#melhores.size-1=13090/0.000007
13136	0.000008	#melhores.size-1=13114/0.000007
13139	0.000008	#melhores.size-1=13136/0.000008
13143	0.000008	#melhores.size-1=13139/0.000008
13145	0.000008	#melhores.size-1=13143/0.000008
13146	0.000008	#melhores.size-1=13145/0.000008
13154	0.000008	#melhores.size-1=13146/0.000008
13170	0.000008	#melhores.size-1=13154/0.000008
13184	0.000008	#melhores.size-1=13170/0.000008
13190	0.000008	#melhores.size-1=13184/0.000008
13201	0.000008	#melhores.size-1=13190/0.000008
13206	0.000008	#melhores.size-1=13201/0.000008
13210	0.000008	#melhores.size-1=13206/0.000008
13229	0.000008	#melhores.size-1=13210/0.000008
13230	0.000008	#melhores.size-1=13229/0.000008
13231	0.000009	#melhores.size-1=13230/0.000008
13288	0.000009	#melhores.size-1=13231/0.000009
13289	0.000010	#melhores.size-1=13288/0.000009
13300	0.000010	#melhores.size-1=13289/0.000010
