
3	0.000004	#melhores.size-1=1/0.000003
7	0.000004	#melhores.size-1=3/0.000004
8	0.000004	#melhores.size-1=7/0.000004
11	0.000004	#melhores.size-1=8/0.000004
17	0.000004	#melhores.size-1=11/0.000004
21	0.000004	#melhores.size-1=17/0.000004
23	0.000004	#melhores.size-1=21/0.000004
53	0.000004	#melhores.size-1=23/0.000004
71	0.000004	#melhores.size-1=53/0.000004
84	0.000004	#melhores.size-1=71/0.000004
114	0.000004	#melhores.size-1=84/0.000004
189	0.000004	#melhores.size-1=114/0.000004
251	0.000004	#melhores.size-1=189/0.000004
364	0.000004	#melhores.size-1=251/0.000004
366	0.000004	#melhores.size-1=364/0.000004
418	0.000004	#melhores.size-1=366/0.000004
421	0.000004	#melhores.size-1=418/0.000004
423	0.000004	#melhores.size-1=421/0.000004
425	0.000004	#melhores.size-1=423/0.000004
480	0.000004	#melhores.size-1=425/0.000004
487	0.000004	#melhores.size-1=480/0.000004
488	0.000004	#melhores.size-1=487/0.000004
493	0.000004	#melhores.size-1=488/0.000004
494	0.000004	#melhores.size-1=493/0.000004
531	0.000004	#melhores.size-1=494/0.000004
551	0.000004	#melhores.size-1=531/0.000004
562	0.000004	#melhores.size-1=551/0.000004
611	0.000004	#melhores.size-1=562/0.000004
622	0.000005	#melhores.size-1=611/0.000004
659	0.000005	#melhores.size-1=622/0.000005
684	0.000005	#melhores.size-1=659/0.000005
693	0.000005	#melhores.size-1=684/0.000005
702	0.000006	#melhores.size-1=693/0.000005
709	0.000006	#melhores.size-1=702/0.000006
710	0.000006	#melhores.size-1=709/0.000006
722	0.000006	#melhores.size-1=710/0.000006
742	0.000006	#melhores.size-1=722/0.000006
767	0.000006	#melhores.size-1=742/0.000006
799	0.000006	#melhores.size-1=767/0.000006
896	0.000006	#melhores.size-1=799/0.000006
914	0.000006	#melhores.size-1=896/0.000006
963	0.000006	#melhores.size-1=914/0.000006
986	0.000006	#melhores.size-1=963/0.000006
1082	0.000006	#melhores.size-1=986/0.000006
1151	0.000006	#melhores.size-1=1082/0.000006
1207	0.000006	#melhores.size-1=1151/0.000006
1315	0.000006	#melhores.size-1=1207/0.000006
1742	0.000006	#melhores.size-1=1315/0.000006
1885	0.000006	#melhores.size-1=1742/0.000006
